open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-07-13 19:00:00,118992.73,119488.0,118897.44,118961.08,601.53222,2025-07-13 19:59:59.999,71686435.14323990,106114,309.59706000,36896506.62305340,0
2025-07-13 20:00:00,118961.09,119367.37,118826.0,119083.6,290.26988,2025-07-13 20:59:59.999,34568904.94963240,78696,132.53221000,15780602.86285960,0
2025-07-13 21:00:00,119083.6,119083.6,118500.01,118648.87,421.07599,2025-07-13 21:59:59.999,50016194.51209630,99547,150.42669000,17869312.54480550,0
2025-07-13 22:00:00,118648.86,118774.64,118243.68,118520.01,584.71541,2025-07-13 22:59:59.999,69283444.77890460,100471,277.40286000,32873059.83304650,0
2025-07-13 23:00:00,118520.01,119198.0,118386.55,119086.64,364.38555,2025-07-13 23:59:59.999,43282808.28843750,84019,189.00603000,22450240.84691700,0
2025-07-14 00:00:00,119086.65,119470.54,118916.17,119061.4,538.61781,2025-07-14 00:59:59.999,64211767.62055040,114183,311.03262000,37079417.50379560,0
2025-07-14 01:00:00,119061.4,119238.1,118905.18,119100.58,349.35207,2025-07-14 01:59:59.999,41585183.59529140,94836,162.31675000,19321435.73328570,0
2025-07-14 02:00:00,119100.58,119999.0,118969.56,119647.88,1311.09415,2025-07-14 02:59:59.999,156934459.40858740,173211,813.30640000,97352704.96392460,0
2025-07-14 03:00:00,119647.88,121492.48,119592.7,120750.24,3219.468856,2025-07-14 03:59:59.999,388305722.09516060,310039,2076.76971600,250373620.36782760,0
2025-07-14 04:00:00,120750.25,121438.27,120557.63,121400.0,1343.86331,2025-07-14 04:59:59.999,162585170.66088640,183406,623.35644000,75420691.46268520,0
2025-07-14 05:00:00,121400.0,122666.0,121129.0,122461.99,2704.498689,2025-07-14 05:59:59.999,330208619.40447270,323683,1367.00965900,166892985.75958710,0
2025-07-14 06:00:00,122461.99,122465.3,122017.81,122130.99,1146.85917,2025-07-14 06:59:59.999,140144956.18885030,146969,516.48468000,63118463.45742490,0
2025-07-14 07:00:00,122130.99,123218.0,122100.0,122736.04,1786.579052,2025-07-14 07:59:59.999,219170616.38354100,212416,949.05232200,116398578.01718000,0
2025-07-14 08:00:00,122736.04,122769.19,122300.0,122578.0,851.02194,2025-07-14 08:59:59.999,104258068.27797720,118699,382.46881000,46854786.90484910,0
2025-07-14 09:00:00,122578.01,122582.97,121888.44,121973.74,929.42357,2025-07-14 09:59:59.999,113505421.78476470,140207,378.86682000,46265965.68606810,0
2025-07-14 10:00:00,121973.74,122130.65,121628.47,121905.48,742.89705,2025-07-14 10:59:59.999,90561784.83109460,120615,344.90508000,42050371.80300430,0
